ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS_host1_objid,SDSS_host1_type,SDSS_host1_offset,SDSS_host1_redshift,SDSS_host1_ra,SDSS_host1_dec,SDSS_host1_u,SDSS_host1_g,SDSS_host1_r,SDSS_host1_i,SDSS_host1_z,SDSS_host2_objid,SDSS_host2_type,SDSS_host2_offset,SDSS_host2_redshift,SDSS_host2_ra,SDSS_host2_dec,SDSS_host2_u,SDSS_host2_g,SDSS_host2_r,SDSS_host2_i,SDSS_host2_z
16841,SN 2016jae,145.64379,10.99316,SN Ia,0.021,,,"ATLAS, GaiaAlerts, Pan-STARRS1",PESSTO,ATLAS; GaiaAlerts; Pan-STARRS1,ATLAS16eay,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.42,cyan-ATLAS,2016-12-22 14:32:38,ATLAS_Bot1,,1237661068709462865,3,0.0715809046821289,0.348176,145.643601243837,10.9919814621193,23.51076,22.68018,21.66999,21.82703,21.59578,1237661068709462864,6,0.092249754521818,0,145.643134143498,10.9917637960123,24.18525,24.58888,24.02432,22.43574,23.21198
16821,AT 2016izk,132.26983,14.41406,CV,,SDSS J084905.32+142502.3,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16pc,"ASASSN-2 - Cassius, ASASSN-1 - Brutus",LCO-duPont - WFCCD,1,1,,16.6,V-Johnson,2016-12-22 14:09:36,Stanek,,1237667731272630887,3,0.102702290498393,0.323512,132.269161517308,14.4156445370141,22.18491,21.39196,20.68709,20.40983,20.0589,1237667731272630895,3,0.239367891745472,0.529828,132.272240120518,14.4172952994569,23.44988,22.34427,21.4669,20.96984,20.65233
16807,SN 2016iyx,130.85313,37.54614,SN Ia,0.041,,,ATLAS,ASAS-SN,ATLAS,ATLAS16dzp,ATLAS1 - ACAM1,MDM-2.4 - OSMOS,1,1,,17.28,orange-ATLAS,2016-12-20 11:21:07,ATLAS_Bot1,,1237657629511713133,3,0.00235029567411688,0.091775,130.853082555154,37.5461290749981,20.86366,19.83492,19.46307,19.2344,19.05959,1237657629511713680,6,0.200905893701519,0,130.856854181802,37.5477190361322,25.58765,23.36236,23.24472,23.49607,23.49269
16795,SN 2016iyl,157.73442,9.72267,SN Ia,0.087,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16cdo,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.8,G-Gaia,2016-12-18 00:44:38,Gaia_Bot1,,1237660584983593037,3,0.0512351051026603,0.07727,157.734044242246,9.72343942184491,19.26383,17.42311,16.5251,16.12703,15.83216,1237660584983593147,3,0.183312478525404,0.62265,157.735153619633,9.71970159253175,22.10547,22.98263,23.03583,22.39038,22.67986
16794,SN 2016iyk,160.27667,6.52858,SN II,0.016,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts; Pan-STARRS1,Gaia16cdn,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.99,G-Gaia,2016-12-17 18:47:31,Gaia_Bot1,,1237658298997932206,6,0.0575278656039543,0,160.276042241415,6.52785177875193,23.42336,22.68554,22.86784,23.22993,22.82682,1237658298997932682,3,0.254404392737568,0.253862,160.272723307874,6.52696657044254,23.21936,21.01531,19.80104,19.38846,19.1601
16786,SN 2016iyc,332.3095,21.52153,SN IIb,,UGC 11924,0.012685,"LOSS, GaiaAlerts",LOSS,GaiaAlerts; LOSS,kait-16bx,"Other - Other, Gaia - Gaia-photometric",,1,1,,17,Clear-,2016-12-18 03:28:00,Zheng,,1237678580354384078,3,0.100874812071118,-9999,332.309010346071,21.5231483631514,17.61207,17.18104,17.10903,17.84496,17.69361,1237678580354384123,6,0.104354848065821,0,332.308636021745,21.5199876075423,21.7433,22.63866,23.07153,24.18136,22.82689
16789,SN 2016iyf,154.14254,22.08739,SN Ia,0.041,,,GaiaAlerts,,GaiaAlerts,Gaia16cdi,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,17.9,G-Gaia,2016-12-17 18:31:40,Gaia_Bot1,,1237667550877646908,6,0.0665686689861905,0,154.143356245361,22.08657828323,24.13301,23.79365,24.25122,22.9634,22.82689,1237667550877646910,3,0.0934362362912678,0.605738,154.144056955423,22.0867197077428,23.73342,23.76067,24.09482,22.83076,22.75792
16763,SN 2016ixf,159.93567,15.03466,SN Ia,0.068,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts; Pan-STARRS1,Gaia16cdf,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.14,G-Gaia,2016-12-17 00:38:52,Gaia_Bot1,,1237671260136407511,3,0.00630148214207111,0.185948,159.935561415283,15.0346542606428,23.8328,21.88539,21.51976,21.55339,21.3217,1237671260136407227,6,0.249174771760894,0,159.932248845263,15.0321440826662,23.27631,20.61082,19.24074,18.68424,18.45411
16753,SN 2016iwv,159.34329,25.87674,SN Ia,0.051,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16ccu,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.31,G-Gaia,2016-12-16 00:27:21,Gaia_Bot1,,1237667431175422168,3,0.0470268743945512,0.103896,159.343962533247,25.8762418399907,20.36779,19.17717,18.67913,18.37014,18.223,1237667431175422167,6,0.130218307818662,0,159.345387635841,25.8756684456744,23.35101,21.05373,19.678,18.70627,18.22907
16742,SN 2016iwk,174.32787,1.33997,SN Ia,0.053,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts; Pan-STARRS1,Gaia16ccr,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.56,G-Gaia,2016-12-15 00:51:50,Gaia_Bot1,,1237651752397242615,3,0.0585208287877974,0.074694,174.327923512881,1.3389961211613,20.00884,18.80133,18.38352,18.06597,17.87223,1237651752397242478,6,0.373556449338797,0,174.322688654182,1.33651592448434,19.92481,19.51566,19.49997,19.57475,19.69672
16725,SN 2016ivt,173.75725,8.47375,SN Ia,0.029,,,"ATLAS, GaiaAlerts, Pan-STARRS1",PESSTO,ATLAS; GaiaAlerts; Pan-STARRS1,ATLAS16dzg,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,16.71,orange-ATLAS,2016-12-14 15:31:40,ATLAS_Bot1,,1237658425170460684,3,0.112712644641669,0.024234,173.759148622082,8.47370065411629,16.32913,15.19256,14.6322,14.35244,14.08586,1237658425170460685,3,0.147952559985441,0.531524,173.755992987109,8.47587950259082,23.32809,22.38556,22.02564,21.52839,20.89516
16705,SN 2016iuz,158.47125,57.06438,SN Ia,0.0483,,,GaiaAlerts,,GaiaAlerts,Gaia16cbu,Gaia - Gaia-photometric,Lijiang-2.4m - YFOSC,1,1,,17.64,G-Gaia,2016-12-11 23:57:07,Gaia_Bot1,,1237658303278481478,3,0.0579862082377293,0.054885,158.472919061258,57.0647124444817,18.22664,16.1367,15.30014,14.90671,14.62381,1237658303278481489,3,0.288899901649843,0.825681,158.474330405444,57.0598657009535,24.79581,22.85704,21.81523,21.69615,22.8269
16682,SN 2016iuc,198.36079,27.80684,SN Ia,0.021,,,GaiaAlerts,,GaiaAlerts,Gaia16cay,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,16.7,G-Gaia,2016-12-07 18:24:28,Gaia_Bot1,,1237667324335882347,6,0.171490108305492,0,198.358566675507,27.808914063023,23.78264,22.63511,22.81772,24.3618,22.8269,1237667324335882330,6,0.182465903855905,0,198.363617143753,27.8051094571277,24.55078,23.26238,23.27339,24.3618,22.8269
16687,SN 2016iuh,184.881,49.81785,SN Ia-91bg-like,0.013696,,,"GaiaAlerts, Pan-STARRS1",ASAS-SN,GaiaAlerts; Pan-STARRS1,Gaia16cbd,"Gaia - Gaia-photometric, PS1 - GPC1",MDM-2.4 - OSMOS,1,1,,16.28,G-Gaia,2016-12-09 06:04:19,Gaia_Bot1,,1237658204511469605,3,0.164528292328344,0.007368,184.883750927265,49.8157598493888,15.06353,13.21577,12.42066,11.98856,11.7268,1237658204511469641,6,0.217579172642753,0,184.881818939255,49.8214376192769,25.74773,24.59162,24.69607,23.34221,21.27974
16657,SN 2016itd,214.69892,24.94084,SN Ia,0.0175,,,"GaiaAlerts, Pan-STARRS1",,GaiaAlerts; Pan-STARRS1,Gaia16caa,"Gaia - Gaia-photometric, PS1 - GPC1",Kanata - HOWPol,1,1,,16.05,G-Gaia,2016-12-02 06:17:16,Gaia_Bot1,,1237665549963231321,3,0.0216111168368248,0.027122,214.699120623071,24.9405291290322,16.09525,14.71732,13.8754,13.34824,12.93697,1237665549963231323,3,0.174987679217423,0.079955,214.698391248495,24.9379632176731,21.37965,20.09761,19.8395,19.44872,19.2994
16634,SN 2016isg,25.32725,-0.21041,SN Ia,0.055,2MASX J01411858-0012382,0.055457,ASAS-SN,,ASAS-SN,ASASSN-16oo,"ASASSN-1 - Brutus, ASASSN-2 - Cassius",NOT - ALFOSC,1,1,,16.8,V-Johnson,2016-12-06 01:55:12,Stanek,,1237663783671627896,3,0.00538224135148463,0.037137,25.3273242004834,-0.210460410060415,17.83071,16.49832,15.97701,15.6898,15.50842,1237663783671627897,3,0.0717471486842492,-9999,25.3275685427579,-0.211562577803917,19.59469,18.93797,19.80804,19.7128,22.82771
16554,SN 2016ipf,121.80479,5.68325,SN Ia,0.021,,,"ATLAS, Pan-STARRS1",Padova-Asiago,ATLAS; Pan-STARRS1,ATLAS16dyo,"ATLAS1 - ACAM1, PS1 - GPC1",Ekar - AFOSC,1,1,,17.55,cyan-ATLAS,2016-11-28 14:49:55,ATLAS_Bot1,,1237661064940945629,3,0.102123438122872,0.039985,121.806251103617,5.68236506631133,17.26393,15.35459,14.51319,14.11011,13.8132,1237661064940945633,3,0.232029653475949,0.078433,121.808643047886,5.68274548765336,20.65098,18.02736,17.58755,17.21419,17.69545
16568,SN 2016ips,83.03908,-2.0733,SN Ia,0.025,SDSS J053208.29-020407.9,,ASAS-SN,Padova-Asiago,ASAS-SN,ASASSN-16oj,ASASSN-2 - Cassius,Ekar - AFOSC,1,1,,17,V-Johnson,2016-12-05 03:21:36,Stanek,,1237671557009572655,6,0.0994822568671196,0,83.0383821325486,-2.07179577038877,24.7107,24.14829,22.43171,22.21778,21.9887,1237671557009573078,6,0.207062976663402,0,83.0416254894161,-2.0709678983243,24.03064,21.37859,20.23611,19.83656,19.4969
16542,SN 2016iot,249.71333,39.81437,SN IIL,0.031,,,"GaiaAlerts, Pan-STARRS1",NUTS,GaiaAlerts; Pan-STARRS1,Gaia16byk,"Gaia - Gaia-photometric, PS1 - GPC1",NOT - ALFOSC,1,1,,16.69,G-Gaia,2016-11-26 05:42:43,Gaia_Bot1,,1237655374647591221,3,0.00574935264963149,0.050833,249.713437543198,39.8143214393374,19.4511,18.44712,18.14943,17.9682,17.8761,1237655374647591742,3,0.168435580132486,0.332941,249.714485540162,39.8117067598648,23.61228,22.57909,22.9414,23.44936,23.35592
16543,SN 2016iou,21.11087,-2.14057,SN Ia,0.042,,,"GaiaAlerts, Pan-STARRS1",Padova-Asiago,GaiaAlerts; Pan-STARRS1,Gaia16byl,"Gaia - Gaia-photometric, PS1 - GPC1",Ekar - AFOSC,1,1,,17.39,G-Gaia,2016-11-26 03:50:24,Gaia_Bot1,,1237678881029882010,3,0.0940300404108496,0.065035,21.1104899708522,-2.14209045813762,18.97515,17.80783,17.37733,17.08062,17.01455,1237678881029882012,6,0.11835649336356,0,21.1104239385866,-2.1424915853489,24.63467,23.61491,22.4576,22.63034,21.54016
16534,SN 2016iol,175.48404,12.5861,SN Ia,,CGCG 068-029,0.034215,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16nt,"ASASSN-2 - Cassius, ASASSN-1 - Brutus",FLWO 1.5m - FAST,1,1,,17.1,V-Johnson,2016-11-27 14:24:00,Stanek,,1237661950250516545,3,0.0323726009324666,0.032196,175.483490653439,12.5861604567398,17.25918,15.47066,14.64493,14.26338,13.95267,1237661950250516546,3,0.288298049509187,0.283823,175.483479735381,12.5813262472404,25.20462,20.85818,19.36387,18.82234,18.64484
16529,SN 2016iog,151.07746,43.42476,SN II,0.038,GALEXASC J100418.99+432525.7,,"ASAS-SN, GaiaAlerts",Padova-Asiago,ASAS-SN; GaiaAlerts,ASASSN-16ns,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",,1,1,,17.2,V-Johnson,2016-11-27 13:26:24,Stanek,,1237660637067411558,3,0.116594498492186,-9999,151.078916821436,43.4231300694681,19.0181,21.91003,22.50004,22.14814,23.79802,1237660637067411557,3,0.163386211877637,0.325058,151.081145396481,43.4242590684446,22.61433,21.3461,21.26488,20.94148,21.94562
16511,SN 2016ino,260.68525,62.16233,SN Ic-BL,0.031,NGC6365A,,GaiaAlerts,,GaiaAlerts,,"Other - Other, Gaia - Gaia-photometric",Other - Other,1,1,,17.8,Clear-,2016-11-25 18:01:26,Arbour,,1237651311607808127,6,0.081154065400448,0,260.682803318717,62.1616060860436,21.71331,21.10096,21.11334,21.0784,22.82692,1237651311607808129,6,0.0881723573579585,0,260.688396966301,62.1623257157288,21.96128,21.52407,22.80062,22.9852,22.82692
16517,SN 2016inu,189.18004,26.11352,SN Ia,,SDSS J123643.42+260647.1,0.020835,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16np,ASASSN-1 - Brutus,FLWO 1.5m - FAST,1,1,,15.9,V-Johnson,2016-11-14 15:21:36,Stanek,,1237667448878989455,3,0.055110842426611,0.030805,189.180952862917,26.1131055265354,18.55737,17.58655,17.08941,16.8545,16.62191,1237667448878989906,3,0.182458804238295,0.524477,189.17727618664,26.1152775122033,22.55094,21.97665,20.65969,19.83459,19.39657
16515,SN 2016ins,121.86425,25.12915,SN Ia,0.024,IC 0493,0.020708,ASAS-SN,,ASAS-SN,ASASSN-16no,ASASSN-1 - Brutus,Other - Other,1,1,,16.7,V-Johnson,2016-11-26 14:09:36,Stanek,,1237660958644043795,3,0.108631992923017,0.014525,121.864298235064,25.1309600064931,17.47765,16.37908,15.81901,15.64479,15.50078,1237660561358389266,3,0.21571281175138,0.403857,121.867860049301,25.1276522694333,23.20624,22.92332,21.62632,21.17633,20.84118
16518,SN 2016inv,119.19875,37.8204,SN Ia,0.043,,,ATLAS,Padova-Asiago,ATLAS,ATLAS16dye,ATLAS1 - ACAM1,Ekar - AFOSC,1,1,,17.78,cyan-ATLAS,2016-11-26 12:01:26,ATLAS_Bot1,,1237653587406618896,3,0.10080540140234,0.280952,119.196692541265,37.8208257233439,22.75225,20.63074,19.34018,18.74874,18.34567,1237653587406618895,3,0.171026465290191,0.050132,119.196053666896,37.8185057230447,18.0572,16.36688,15.64365,15.22334,14.9241
16437,SN 2016iks,346.83971,2.90784,SN Ia-CSM,0.063,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bxa,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.64,G-Gaia,2016-11-20 10:12:00,Gaia_Bot1,,1237678619559592427,3,0.000237053314523846,0.151428,346.839712572069,2.90784300183382,22.43615,21.08664,20.64807,20.51041,20.37178,1237678619559592428,6,0.160945780620852,0,346.837573795858,2.90621402396399,23.7456,24.68914,22.98884,23.23182,22.14477
16403,SN 2016ijk,22.26925,40.36371,SN Ia,0.053,,,GaiaAlerts,,GaiaAlerts,Gaia16car,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,18.68,G-Gaia,2016-12-05 22:37:55,Gaia_Bot1,,1237671067382252134,3,0.0523631514445522,0.051031,22.2688182428036,40.3629016611221,18.49477,16.52577,15.63303,15.20957,14.88444,1237671067382252836,3,0.320895702953556,0.309543,22.274837074806,40.3669476192653,27.35946,21.79222,20.85733,20.91571,19.769
16397,SN 2016ije,29.62637,12.92442,SN Ia-91bg-like,0.04,SDSS J015830.25+125528.1,,TNTS,TNTS,TNTS,,BAO-0.6m - BATC,Lijiang-2.4m - YFOSC,1,1,,17.8,Clear-,2016-11-22 17:02:24,Li,,1237649918972002589,3,0.0177079673023749,0.047778,29.6260742735325,12.9244834369414,23.52277,21.31571,20.86323,20.5562,21.21224,1237649918972002845,3,0.162153949399318,0.309667,29.6291114862507,12.9248251068857,23.96811,22.56873,21.56427,22.10559,20.93202
16402,SN 2016ijj,28.84812,21.28613,SN Ia,0.041,,,ATLAS,Padova-Asiago,ATLAS,ATLAS16dys,ATLAS1 - ACAM1,Ekar - AFOSC,1,1,,18.19,cyan-ATLAS,2016-11-29 08:39:50,ATLAS_Bot1,,1237679542974087237,3,0.104224412850234,-9999,28.849914341712,21.2856587622003,28.94134,18.78766,17.55433,16.06675,23.88519,1237679542974087236,3,0.264002397964703,0.032596,28.8528397109167,21.2862726798321,16.92794,15.17359,14.34868,13.91888,13.54317
16266,SN 2016ied,134.74908,44.83122,SN IIP,0.0479,,,Pan-STARRS1,iPTF,Pan-STARRS1,PS16fbs,PS1 - GPC1,P60 - SED-Machine,1,1,,18.77,i-Sloan,2016-11-13 13:58:04,PS1_Bot1,,1237657770704437450,6,0.0320487270162382,0,134.749263425051,44.8307019365615,23.91563,23.24739,23.17642,24.12664,22.8268,1237657770704437449,3,0.0577427860233083,0.051527,134.748053032306,44.8305909285162,18.40596,17.30042,16.96295,16.71238,16.58333
16279,SN 2016ieq,320.60496,-11.94856,SN IIn,0.066,,,"GaiaAlerts, Pan-STARRS1",,GaiaAlerts; Pan-STARRS1,Gaia16buy,"Gaia - Gaia-photometric, PS1 - GPC1",NOT - ALFOSC,1,1,,17.95,G-Gaia,2016-11-14 10:20:38,Gaia_Bot1,,1237678536333591501,3,0.0686649671412006,0.092099,320.605916511678,-11.9492187804127,21.45277,20.4343,20.06798,19.79939,20.18634,1237678536333592023,6,0.171744496151829,0,320.602161450381,-11.9477250301603,23.65775,26.75425,25.33549,24.31592,20.43031
16248,SN 2016idl,151.62129,22.44563,SN IIn,0.058,,,GaiaAlerts,ASAS-SN,GaiaAlerts,Gaia16bug,Gaia - Gaia-photometric,MDM-2.4 - OSMOS,1,1,,16.84,G-Gaia,2016-11-13 07:04:48,Gaia_Bot1,,1237667429024596509,3,0.00480774199838197,0.326629,151.62134872472,22.4455710526433,22.58029,22.58957,22.56609,22.88219,23.24092,1237667429024596514,6,0.138699727387575,0,151.62343799598,22.4444457464439,24.53476,23.06817,23.77001,23.33276,22.79494
16221,SN 2016ick,1.76312,-20.69684,SN Ia,0.0525,,,"Pan-STARRS1, GaiaAlerts",,GaiaAlerts; Pan-STARRS1,PS16fbb,"PS1 - GPC1, Gaia - Gaia-photometric",SALT - RSS,1,1,,19.56,i-Sloan,2016-11-13 06:28:48,PS1_Bot1,,1237667223395434664,3,0.0683911721092438,0.061722,1.76198450988703,-20.6972534953929,19.20934,17.98102,17.66316,17.38347,17.2757,1237667223395434666,6,0.186640938614827,0,1.76149422611547,-20.6995535575371,24.63353,22.81857,22.00541,22.88293,23.70798
16063,SN 2016hwn,181.07112,21.80091,SN II,0.028,KUG 1201+220,0.02145,"ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16mz,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",LT - SPRAT,1,1,,17.1,V-Johnson,2016-11-06 15:07:12,Stanek,,1237667781759402080,3,0.213772790032482,0.023315,181.068644019355,21.798188037703,17.65092,16.57683,16.08977,15.86052,15.67276,1237667781759402081,6,0.448957873792348,0,181.068388647465,21.7938702466224,25.01882,23.19898,21.93239,20.94262,21.44429
16044,SN 2016hvu,338.9815,20.32016,SN IIP,0.0185,NGC 7316,0.01852,SNHunt,,CRTS; SNHunt,,Other - Other,Lijiang-2.4m - YFOSC,1,1,,17.6,V-crts-CRTS,2016-11-06 02:40:36,Drake,,1237680272038756412,3,0.0107281296460837,-9999,338.981676413679,20.3202278345142,16.66133,16.84666,18.45116,24.37465,18.52702,1237680272038756391,3,0.223141098250867,0.020982,338.984790291803,20.3222362349484,14.70492,13.67626,13.15363,12.87355,12.62843
15969,SN 2016hsx,15.17267,-0.44412,SN Ia,0.0436,2MASX J01004149-0026406,0.0436,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16mt,ASASSN-1 - Brutus,LCO-duPont - WFCCD,1,1,,17.15,V-Johnson,2016-11-03 10:04:48,Stanek,,1237666338651504751,3,0.0287971087272751,0.047212,15.1729246287726,-0.444526843740473,18.27597,16.54869,15.78022,15.43819,15.17739,1237666338651505080,3,0.286486289586206,0.44773,15.1739154972035,-0.439510523699286,24.39304,22.87135,22.50317,22.76887,22.09092
15963,SN 2016hsr,45.50067,42.59093,SN II,,NGC 1164,0.0142,LOSS,LOSS,LOSS,kait-16bk,Other - Other,,1,1,,18.5,Clear-,2016-11-02 08:00:47,Zheng,,1237661082660897134,3,0.0497396295313322,-9999,45.4995448371454,42.5908973310739,20.81929,22.15178,25.19755,24.73305,18.95855,1237661082660897160,6,0.0778013983137123,0,45.4991437637348,42.5915772190602,22.29967,22.89753,24.80203,24.3618,20.92471
15897,SN 2016hqf,338.34446,-1.35705,SN Ia,0.055,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16evk,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.1,w-PS1,2016-10-30 06:00:00,PS1_Bot1,,1237679998770020461,3,0.173504444628154,0.085125,338.347318879813,-1.35748995040618,19.15847,17.3729,16.4594,16.02708,15.66871,1237679998769955647,3,0.301926015657349,0.363776,338.344030874001,-1.36206377976979,23.83294,21.5175,19.5608,18.91508,18.49707
15941,SN 2016hrv,128.34183,52.53094,SN II,0.0166,UGC 4461,,ISSP,Padova-Asiago,ISSP,,Other - Other,Ekar - AFOSC,1,1,,17.4,Clear-,2016-10-31 03:36:00,Ciabattari,,1237651272424030332,3,0.0338132544677844,-9999,128.341502693326,52.5304127926912,16.41996,18.772,22.17101,21.07507,26.60726,1237651272424030333,6,0.0699936808233861,0,128.340074690933,52.5304702872451,21.72645,20.42835,20.21403,20.18892,20.58165
15899,SN 2016hqh,119.27421,23.14871,SN Ia,0.054,,,ATLAS,PESSTO,ATLAS,ATLAS16dqn,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.35,cyan-ATLAS,2016-10-24 15:01:26,ATLAS_Bot1,,1237660765369466934,3,0.172235995177945,0.176139,119.277331921345,23.1487235624013,24.24729,23.39998,22.36315,23.45027,22.07599,1237660765369466929,6,0.201038340863152,0,119.276902289759,23.1509680191838,23.40021,21.02145,19.58463,18.96234,18.63137
15869,SN 2016hpe,140.3295,17.03272,SN Ia-91T-like,0.028,SDSS J092119.07+170159.5,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16mj,ASASSN-1 - Brutus,LT - SPRAT,1,1,,16.4,V-Johnson,2016-10-28 14:38:24,Stanek,,1237667783353106637,3,0.0281015627039405,0.061128,140.32948267462,17.033188066335,19.64487,18.76727,18.43651,18.22522,18.05601,1237667783353107378,3,0.22841163114302,0.581212,140.33115199406,17.0292563005155,25.882,23.06463,21.90184,21.10523,20.52646
15834,SN 2016hnv,30.37696,14.25948,SN Ia,0.048,,,Pan-STARRS1,ASAS-SN,Pan-STARRS1,PS16esv,PS1 - GPC1,MDM-2.4 - OSMOS,1,1,,17.75,i-Sloan,2016-10-24 12:23:02,PS1_Bot1,,1237653652921581903,3,0.0340029261695595,0.086455,30.3773917126513,14.259097772615,21.65765,20.23563,19.81069,19.56141,19.31552,1237653652921582347,6,0.313432770420601,0,30.3823240770324,14.2589689003088,26.04512,25.26101,25.04037,22.13166,22.88371
15858,SN 2016hot,28.33104,17.31484,SN Ia,0.074,,,Pan-STARRS1,ASAS-SN,Pan-STARRS1,PS16etp,PS1 - GPC1,MDM-2.4 - OSMOS,1,1,,17.94,w-PS1,2016-10-25 11:02:24,PS1_Bot1,,1237678602927669664,3,0.0313678795211733,0.168853,28.3314706652926,17.3151629154846,24.21307,21.66324,21.177,20.91995,20.51668,1237678602927669945,3,0.169859184693037,0.565148,28.3280752772406,17.3148989696566,25.74567,24.06694,22.43727,21.45641,21.18757
15823,SN 2016hnk,33.31929,-7.66133,SN Ia,0.016,,,ATLAS,"NUTS, PESSTO",ATLAS,ATLAS16dpc,ATLAS1 - ACAM1,"SOAR - Goodman, SALT - RSS, ESO-NTT - EFOSC2-NTT",1,1,,17.91,cyan-ATLAS,2016-10-27 11:22:33,ATLAS_Bot1,,1237679437739982915,3,0.20757235934716,0.021588,33.3158396460737,-7.66185447792603,16.45524,14.44398,13.59212,13.15318,12.82187,1237679437739982914,3,0.266266003066842,0.053404,33.3150499362049,-7.66275661355725,16.16337,15.1992,14.62588,14.34521,14.46108
15748,SN 2016hkn,32.14262,29.23642,SN II,0.022,NGC819,,ISSP,NUTS,ISSP,,Other - Other,NOT - ALFOSC,1,1,,17.2,Clear-,2016-10-22 03:50:53,Briganti,,1237679580548694107,6,0.0475336189060793,0,32.1417304177529,29.2365782561108,22.55272,21.70223,21.73538,24.3618,22.8269,1237679580548694108,3,0.12061206649784,-9999,32.1448887059496,29.2360711665689,19.71571,25.10651,18.38844,16.59552,16.7216
15682,SN 2016hhz,17.92829,35.27553,SN II,0.0167,UGC 00748,0.0161,"POSS, iPTF, GaiaAlerts",iPTF,GaiaAlerts; iPTF; POSS,,"P48 - CFH12k, Other - Other, Gaia - Gaia-photometric",P200 - DBSP,1,1,,20,Clear-,2016-10-22 07:39:45,Puckett,,1237678894961918047,6,0.046639295608466,0,17.9273728908684,35.2757389459133,22.24533,20.88878,20.90752,21.12684,21.58247,1237678894961918046,3,0.160584976329294,0.032394,17.9314815785365,35.2761418336259,16.62874,15.20807,14.5275,14.15898,13.87552
15686,SN 2016hid,59.54867,15.80065,SN Ia,0.044,,,"ATLAS, iPTF, Pan-STARRS1","iPTF, PESSTO",ATLAS; iPTF; Pan-STARRS1,ATLAS16dqx,"P48 - CFH12k, ATLAS1 - ACAM1, PS1 - GPC1","P60 - SED-Machine, ESO-NTT - EFOSC2-NTT",1,1,,18.44,cyan-ATLAS,2016-10-24 11:49:55,ATLAS_Bot1,,1237666275828629650,3,0.00693954310628999,0.125551,59.5487644373653,15.8007215530339,21.57582,20.44614,19.77339,19.27278,18.96106,1237666275828629649,6,0.114508409077454,0,59.5477718515498,15.7989484117166,18.97704,17.2662,16.53104,16.2215,16.02226
15678,SN 2016hhv,353.952,20.70878,SN Ia,0.062,,,ATLAS,PESSTO,ATLAS,ATLAS16drn,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.08,cyan-ATLAS,2016-10-24 08:41:16,ATLAS_Bot1,,1237679504853303586,3,0.140474948989722,0.676326,353.954403323181,20.7081259943295,24.48775,19.3492,17.81807,16.46452,15.74483,1237679504853303587,3,0.166867741550098,0.038954,353.949414490434,20.7074067994575,17.22029,15.52065,14.59476,14.13033,13.76628
15664,SN 2016hhh,23.97771,29.32417,SN Ia,0.07,,,iPTF,iPTF,iPTF,,"P48 - CFH12k, Other - Other",DCT - Deveny+LMI,1,1,,17.9,Clear-,2016-10-30 21:28:24,Mikuz,,1237680285997203711,3,0.131232648000443,0.084304,23.9768166462631,29.326213831282,18.53808,16.9476,16.09914,15.65543,15.32195,1237680285997204112,6,0.585261280390144,0,23.9879526200274,29.3280946358113,24.6185,22.79338,21.96937,22.22391,23.21923
