ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS distance,SDSS ra,SDSS dec,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS obj,SDSS run,SDSS rerun,SDSS field,SDSS camcol
17241,SN 2017hm,173.29408,-10.22178,SN Ia,0.021,MCG -02-30-003,0.021275,"ASAS-SN, Pan-STARRS1",PESSTO,ASAS-SN, Pan-STARRS1,ASASSN-17aj,"ASASSN-2 - Cassius, ASASSN-1 - Brutus, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,16.9,V-Johnson,1/9/2017 14:52,Stanek
17082,SN 2017bj,125.03108,52.02816,SN Ia,0.06494,,,"iPTF, Pan-STARRS1",iPTF,iPTF, Pan-STARRS1,iPTF17bj,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,19.141,R-PTF,1/7/2017 6:18,iPTF_Bot1,1237651274033922294,3,0.162814934576709,125.026772517417,52.0287427716782,17.44116,15.85307,15.06544,14.6504,14.33551,246,1350,301,154,6
17071,SN 2017bc,184.96171,-6.85546,SN Ia,0.027,MCG -01-32-001,,"ASAS-SN, Pan-STARRS1",PESSTO,ASAS-SN, Pan-STARRS1,ASASSN-17af,"ASASSN-1 - Brutus, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,16.9,V-Johnson,1/5/2017 12:00,Stanek
17060,SN 2017ar,179.89292,4.17802,SN Ia,0.083,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS17an,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.88,w-PS1,1/2/2017 13:59,PS1_Bot1,,1237671139872800867,6,0.0895306986954649,179.891438153388,4.17781413184552,24.34208,24.4081,22.3689,21.54258,21.27514,99,5976,301,223,1
17050,SN 2017ai,244.26042,10.69308,SN Ia,,2017-01-04.6566313,0.05027,"ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN, GaiaAlerts,ASASSN-17ae,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",MDM-2.4 - OSMOS,1,1,,17.46,V-Johnson,1/4/2017 15:45,Dong,1237668311094460849,6,0.0809651812426579,244.26153983921,10.6938610703451,24.23135,22.37545,22.87868,22.89272,22.8269,433,5317,301,139,4
17049,SN 2017ah,167.50817,63.64282,SN Ia,,CGCG 314-011,0.032863,"ASAS-SN, GaiaAlerts, Pan-STARRS1",ASAS-SN,ASAS-SN, GaiaAlerts, Pan-STARRS1,ASASSN-17ad,"ASASSN-1 - Brutus, Gaia - Gaia-photometric, PS1 - GPC1",FLWO 1.5m - FAST,1,1,,17.35,V-Johnson,1/4/2017 13:16,1237654399152750671,3,0.0632734117680746,167.509462439691,63.6419352204632,16.04538,14.2868,13.50611,13.11915,12.86337,79,2078,301,51,3
17048,SN 2017ag,146.13575,-8.17974,SN Ia,0.096,,,"ATLAS, GaiaAlerts",PESSTO,ATLAS, GaiaAlerts,ATLAS17abb,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.52,cyan-ATLAS,1/3/2017 14:18,ATLAS_Bot1
17046,SN 2017ae,31.46092,18.37506,SN Ia,0.022,,,"ATLAS, GaiaAlerts",ASAS-SN,ATLAS, GaiaAlerts,ATLAS17abh,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",MDM-2.4 - OSMOS,1,1,,18.48,cyan-ATLAS,1/4/2017 6:54,ATLAS_Bot1,1237679460830675531,3,0.0974559451093768,31.4603094874315,18.3765774174503,20.24842,18.36339,17.70839,17.35031,17.1331,587,7913,301,156,4
17044,SN 2017ad,218.60904,-38.46986,SN Ia,0.033,2MASX J14342552-3828081,0.03332,ASAS-SN,PESSTO,ASAS-SN,ASASSN-17ac,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,17.3,V-Johnson,1/2/2017 8:23,Stanek,
17014,SN 2017B,219.06671,29.90628,SN Ia,,NGC5685,,GaiaAlerts,LOSS,GaiaAlerts,,"Other - Other, Gaia - Gaia-photometric",,1,1,,17.7,Clear-,1/2/2017 19:02,Shima,,1237665102212890663,3,0.0986156252331894,219.065401807738,29.9050902782531,20.80008,17.61029,17.14112,17.79567,18.11448,39,4570,301,76,3
17010,SN 2017A,239.36812,30.06086,SN Ia,0.0328,UGC10104,,RANSSP,Padova-Asiago,RANSSP,,Other - Other,Ekar - AFOSC,1,1,,17.4,L-,1/1/2017 5:26,Duszanowicz,,1237662641193549850,3,0.112950107024181,239.366284880462,30.0598494856592,16.53507,14.75981,13.88521,13.44351,13.14476,26,3997,301,29,3
21744,SN 2016jhr,184.58271,0.25483,SN Ia,,,,MUSSES,MUSSES,MUSSES,MUSSES1604D,Subaru - HSC,Gemini-N - GMOS,1,1,,25.14,g-HSC,4/4/2016 8:23,Jiang,,1237648721769595064,3,0.0896606728249563,184.583692267163,0.255956159853639,19.55316,18.16795,17.34881,16.92028,16.57115,184,756,301,459,4
16991,SN 2016jfy,99.90279,-65.73782,SN Ia,0.034,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16cgd,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.3,G-Gaia,12/28/2016 2:09,Gaia_Bot1,
16952,SN 2016jel,150.76717,-18.96972,SN Ia,0.056,,,"ATLAS, GaiaAlerts",PESSTO,ATLAS, GaiaAlerts,ATLAS16een,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.79,cyan-ATLAS,12/25/2016 13:53,ATLAS_Bot1
16936,SN 2016jdv,213.63179,3.18898,SN Ia,0.029,IC 0988,0.026934,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16pl,ASASSN-1 - Brutus,LCO-duPont - WFCCD,1,1,,16.4,V-Johnson,12/29/2016 14:24,Stanek,,1237651821097779258,3,0.132199210177255,213.633610356473,3.19022546408037,15.98217,14.32255,13.61803,13.26429,12.99798,58,1478,301,38,1
16926,SN 2016jdl,186.91617,40.61498,SN Ia,0.0232,SDSS J122739.66+403649.0 ,0.02328,"ASAS-SN, GaiaAlerts, iPTF",,ASAS-SN, GaiaAlerts, iPTF,ASASSN-16pk,"ASASSN-1 - Brutus, Gaia - Gaia-photometric, P48 - CFH12k",BAO-2.16m - Phot-spec,1,1,,16.7,V-Johnson,12/29/2016 13:12,1237662225678729360,3,0.0399970717277725,186.915312732431,40.6151245721346,21.76181,20.96651,20.85402,21.02232,20.84569,144,3900,301,384,5
16925,SN 2016jdk,350.76312,-36.23905,SN Ia,0.0371,GALEXASC J232303.16-361420.6,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16pj,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,17.2,V-Johnson,12/29/2016 1:40,Stanek,
16924,SN 2016jdj,201.50829,2.28356,SN Ia,0.137,PGC 1221823,,XOSS,,XOSS,,Other - Other,Lijiang-2.4m - YFOSC,1,1,,18.4,Clear-,12/28/2016 23:24,Gao,,1237651736303239371,3,0.00367705411403184,201.508252057179,2.28360814961567,22.71629,22.18692,21.96257,22.03021,23.32097,203,1458,301,512,3
16881,SN 2016jbs,140.53575,-9.75488,SN Ia,0.055,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts, Pan-STARRS1,Gaia16cfp,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.96,G-Gaia,12/25/2016 14:55,Gaia_Bot1
16841,SN 2016jae,145.64379,10.99316,SN Ia,0.021,,,"ATLAS, GaiaAlerts, Pan-STARRS1",PESSTO,ATLAS, GaiaAlerts, Pan-STARRS1,ATLAS16eay,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.42,cyan-ATLAS,12/22/2016 14:32,1237661068709462865,3,0.0715809046821289,145.643601243837,10.9919814621193,23.51076,22.68018,21.66999,21.82703,21.59578,849,3631,301,194,2
16838,SN 2016jab,106.36129,-76.0093,SN Ia,0.0215,,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16pd,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,16.3,V-Johnson,12/23/2016 5:16,Stanek,
16832,SN 2016izv,151.68954,-6.19608,SN Ia,0.063,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts, Pan-STARRS1,Gaia16cep,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.36,G-Gaia,12/21/2016 1:00,Gaia_Bot1
16815,SN 2016izf,8.30008,-84.48925,SN Ia,0.034,,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16pa,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,17.17,V-Johnson,12/22/2016 1:55,Bose,
16807,SN 2016iyx,130.85313,37.54614,SN Ia,0.041,,,ATLAS,ASAS-SN,ATLAS,ATLAS16dzp,ATLAS1 - ACAM1,MDM-2.4 - OSMOS,1,1,,17.28,orange-ATLAS,12/20/2016 11:21,ATLAS_Bot1,,1237657629511713133,3,0.00235029567411688,130.853082555154,37.5461290749981,20.86366,19.83492,19.46307,19.2344,19.05959,365,2830,301,153,4
16795,SN 2016iyl,157.73442,9.72267,SN Ia,0.087,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16cdo,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.8,G-Gaia,12/18/2016 0:44,Gaia_Bot1,,1237660584983593037,3,0.0512351051026603,157.734044242246,9.72343942184491,19.26383,17.42311,16.5251,16.12703,15.83216,77,3518,301,115,5
16789,SN 2016iyf,154.14254,22.08739,SN Ia,0.041,,,GaiaAlerts,,GaiaAlerts,Gaia16cdi,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,17.9,G-Gaia,12/17/2016 18:31,Gaia_Bot1,,1237667550877646908,6,0.0665686689861905,154.143356245361,22.08657828323,24.13301,23.79365,24.25122,22.9634,22.82689,60,5140,301,23,4
16763,SN 2016ixf,159.93567,15.03466,SN Ia,0.068,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts, Pan-STARRS1,Gaia16cdf,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.14,G-Gaia,12/17/2016 0:38,Gaia_Bot1,1237671260136407511,3,0.00630148214207111,159.935561415283,15.0346542606428,23.8328,21.88539,21.51976,21.55339,21.3217,471,6004,301,292,1
16762,SN 2016ixe,168.11412,-6.48224,SN Ia,0.091,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16cde,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.99,G-Gaia,12/17/2016 0:59,Gaia_Bot1,
16759,SN 2016ixb,73.50017,1.96295,SN Ia,0.023,NPM1G +01.0158,0.028343,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16ov,ASASSN-1 - Brutus,ESO-NTT - EFOSC2-NTT,1,1,,17.6,V-Johnson,12/17/2016 6:43,Stanek,
16754,SN 2016iww,175.37854,-9.5618,SN Ia,0.072,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16ccv,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.58,G-Gaia,12/15/2016 19:01,Gaia_Bot1,
16753,SN 2016iwv,159.34329,25.87674,SN Ia,0.051,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16ccu,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.31,G-Gaia,12/16/2016 0:27,Gaia_Bot1,,1237667431175422168,3,0.0470268743945512,159.343962533247,25.8762418399907,20.36779,19.17717,18.67913,18.37014,18.223,216,5112,301,328,5
16742,SN 2016iwk,174.32787,1.33997,SN Ia,0.053,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts, Pan-STARRS1,Gaia16ccr,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.56,G-Gaia,12/15/2016 0:51,Gaia_Bot1,1237651752397242615,3,0.0585208287877974,174.327923512881,1.3389961211613,20.00884,18.80133,18.38352,18.06597,17.87223,247,1462,301,327,1
16725,SN 2016ivt,173.75725,8.47375,SN Ia,0.029,,,"ATLAS, GaiaAlerts, Pan-STARRS1",PESSTO,ATLAS, GaiaAlerts, Pan-STARRS1,ATLAS16dzg,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,16.71,orange-ATLAS,12/14/2016 15:31,1237658425170460684,3,0.112712644641669,173.759148622082,8.47370065411629,16.32913,15.19256,14.6322,14.35244,14.08586,12,3015,301,398,6
16705,SN 2016iuz,158.47125,57.06438,SN Ia,0.0483,,,GaiaAlerts,,GaiaAlerts,Gaia16cbu,Gaia - Gaia-photometric,Lijiang-2.4m - YFOSC,1,1,,17.64,G-Gaia,12/11/2016 23:57,Gaia_Bot1,,1237658303278481478,3,0.0579862082377293,158.472919061258,57.0647124444817,18.22664,16.1367,15.30014,14.90671,14.62381,70,2987,301,58,3
16682,SN 2016iuc,198.36079,27.80684,SN Ia,0.021,,,GaiaAlerts,,GaiaAlerts,Gaia16cay,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,16.7,G-Gaia,12/7/2016 18:24,Gaia_Bot1,,1237667324335882347,6,0.171490108305492,198.358566675507,27.808914063023,23.78264,22.63511,22.81772,24.3618,22.8269,107,5087,301,294,6
16668,SN 2016ito,187.7875,-35.93049,SN Ia,0.02,AM 1228-353 NED02,0.01992,"ASAS-SN, GaiaAlerts",,ASAS-SN, GaiaAlerts,ASASSN-16oq,"ASASSN-1 - Brutus, ASASSN-2 - Cassius, Gaia - Gaia-photometric",SOAR - Goodman,1,1,,15.4,V-Johnson,12/8/2016 8:38,Stanek
16665,SN 2016itl,33.26317,-33.63501,SN Ia,0.043,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16cah,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.86,G-Gaia,12/3/2016 21:18,Gaia_Bot1,
16657,SN 2016itd,214.69892,24.94084,SN Ia,0.0175,,,"GaiaAlerts, Pan-STARRS1",,GaiaAlerts, Pan-STARRS1,Gaia16caa,"Gaia - Gaia-photometric, PS1 - GPC1",Kanata - HOWPol,1,1,,16.05,G-Gaia,12/2/2016 6:17,Gaia_Bot1,1237665549963231321,3,0.0216111168368248,214.699120623071,24.9405291290322,16.09525,14.71732,13.8754,13.34824,12.93697,89,4674,301,76,5
16655,SN 2016itb,92.21942,50.84461,SN Ia,0.04,,,TNTS,DAO_OTS,TNTS,,BAO-0.6m - BATC,Plaskett Telescope - Plaskett,1,1,,17.1,Clear-,12/6/2016 19:12,Li,
16634,SN 2016isg,25.32725,-0.21041,SN Ia,0.055,2MASX J01411858-0012382,0.055457,ASAS-SN,,ASAS-SN,ASASSN-16oo,"ASASSN-1 - Brutus, ASASSN-2 - Cassius",NOT - ALFOSC,1,1,,16.8,V-Johnson,12/6/2016 1:55,Stanek,,1237663783671627896,3,0.00538224135148463,25.3273242004834,-0.210460410060415,17.83071,16.49832,15.97701,15.6898,15.50842,120,4263,301,285,3
16631,SN 2016isd,352.97687,-40.75926,SN Ia,0.045,AM 2329-410,0.045312,ASAS-SN,,ASAS-SN,ASASSN-16om,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,17.52,V-Johnson,12/3/2016 3:22,Dong,
16622,SN 2016iru,17.51012,-70.3495,SN Ia,0.027,,,"ASAS-SN, GaiaAlerts",,ASAS-SN, GaiaAlerts,ASASSN-16ol,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",SOAR - Goodman,1,1,,17,V-Johnson,12/4/2016 1:41,Dong
16621,SN 2016irt,13.37271,-36.36505,SN Ia,0.04,,,"ASAS-SN, GaiaAlerts",,ASAS-SN, GaiaAlerts,ASASSN-16ok,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",SOAR - Goodman,1,1,,17.27,V-Johnson,12/5/2016 0:58,Dong
16599,SN 2016iqx,101.71433,-64.95717,SN Ia,0.03,ESO 087-IG 041 NED01,0.030208,"ASAS-SN, GaiaAlerts",,ASAS-SN, GaiaAlerts,ASASSN-16of,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",SOAR - Goodman,1,1,,16.7,V-Johnson,12/1/2016 6:37,Stanek
16568,SN 2016ips,83.03908,-2.0733,SN Ia,0.025,SDSS J053208.29-020407.9,,ASAS-SN,Padova-Asiago,ASAS-SN,ASASSN-16oj,ASASSN-2 - Cassius,Ekar - AFOSC,1,1,,17,V-Johnson,12/5/2016 3:21,Stanek,,1237671557009572655,6,0.0994822568671196,83.0383821325486,-2.07179577038877,24.7107,24.14829,22.43171,22.21778,21.9887,815,6073,301,41,2
16557,SN 2016ipi,87.11258,-23.32372,SN Ia,,2MASX J05482726-2319189,0.046072,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16nv,ASASSN-2 - Cassius,FLWO 1.5m - FAST,1,1,,17.4,V-Johnson,11/27/2016 7:12,Holoien,
16554,SN 2016ipf,121.80479,5.68325,SN Ia,0.021,,,"ATLAS, Pan-STARRS1",Padova-Asiago,ATLAS, Pan-STARRS1,ATLAS16dyo,"ATLAS1 - ACAM1, PS1 - GPC1",Ekar - AFOSC,1,1,,17.55,cyan-ATLAS,11/28/2016 14:49,ATLAS_Bot1,1237661064940945629,3,0.102123438122872,121.806251103617,5.68236506631133,17.26393,15.35459,14.51319,14.11011,13.8132,221,3630,301,35,3
16550,SN 2016ipb,178.7205,-28.62437,SN Ia,0.088,,,"GaiaAlerts, Pan-STARRS1",PESSTO,GaiaAlerts, Pan-STARRS1,Gaia16byv,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.25,G-Gaia,11/27/2016 15:04,Gaia_Bot1
16543,SN 2016iou,21.11087,-2.14057,SN Ia,0.042,,,"GaiaAlerts, Pan-STARRS1",Padova-Asiago,GaiaAlerts, Pan-STARRS1,Gaia16byl,"Gaia - Gaia-photometric, PS1 - GPC1",Ekar - AFOSC,1,1,,17.39,G-Gaia,11/26/2016 3:50,Gaia_Bot1,1237678881029882010,3,0.0940300404108496,21.1104899708522,-2.14209045813762,18.97515,17.80783,17.37733,17.08062,17.01455,154,7778,301,458,4
16539,SN 2016ioq,150.84537,-37.39565,SN Ia,0.026,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16byh,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,16.89,G-Gaia,11/25/2016 19:43,Gaia_Bot1,
16534,SN 2016iol,175.48404,12.5861,SN Ia,,CGCG 068-029,0.034215,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16nt,"ASASSN-2 - Cassius, ASASSN-1 - Brutus",FLWO 1.5m - FAST,1,1,,17.1,V-Johnson,11/27/2016 14:24,Stanek,,1237661950250516545,3,0.0323726009324666,175.483490653439,12.5861604567398,17.25918,15.47066,14.64493,14.26338,13.95267,65,3836,301,179,4
16518,SN 2016inv,119.19875,37.8204,SN Ia,0.043,,,ATLAS,Padova-Asiago,ATLAS,ATLAS16dye,ATLAS1 - ACAM1,Ekar - AFOSC,1,1,,17.78,cyan-ATLAS,11/26/2016 12:01,ATLAS_Bot1,,1237653587406618896,3,0.10080540140234,119.196692541265,37.8208257233439,22.75225,20.63074,19.34018,18.74874,18.34567,272,1889,301,92,3
16517,SN 2016inu,189.18004,26.11352,SN Ia,,SDSS J123643.42+260647.1,0.020835,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16np,ASASSN-1 - Brutus,FLWO 1.5m - FAST,1,1,,15.9,V-Johnson,11/14/2016 15:21,Stanek,,1237667448878989455,3,0.055110842426611,189.180952862917,26.1131055265354,18.55737,17.58655,17.08941,16.8545,16.62191,143,5116,301,127,6
16515,SN 2016ins,121.86425,25.12915,SN Ia,0.024,IC 0493,0.020708,ASAS-SN,,ASAS-SN,ASASSN-16no,ASASSN-1 - Brutus,Other - Other,1,1,,16.7,V-Johnson,11/26/2016 14:09,Stanek,,1237660958644043795,3,0.108631992923017,121.864298235064,25.1309600064931,17.47765,16.37908,15.81901,15.64479,15.50078,19,3605,301,89,5
16449,SN 2016ile,60.56446,-32.98203,SN Ia,0.065,,,"ATLAS, GaiaAlerts",PESSTO,ATLAS, GaiaAlerts,ATLAS16dxm,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.41,orange-ATLAS,11/11/2016 11:41,ATLAS_Bot1
16403,SN 2016ijk,22.26925,40.36371,SN Ia,0.053,,,GaiaAlerts,,GaiaAlerts,Gaia16car,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,18.68,G-Gaia,12/5/2016 22:37,Gaia_Bot1,,1237671067382252134,3,0.0523631514445522,22.2688182428036,40.3629016611221,18.49477,16.52577,15.63303,15.20957,14.88444,614,5959,301,25,2
16402,SN 2016ijj,28.84812,21.28613,SN Ia,0.041,,,ATLAS,Padova-Asiago,ATLAS,ATLAS16dys,ATLAS1 - ACAM1,Ekar - AFOSC,1,1,,18.19,cyan-ATLAS,11/29/2016 8:39,ATLAS_Bot1,,1237679542974087237,3,0.104224412850234,28.849914341712,21.2856587622003,28.94134,18.78766,17.55433,16.06675,23.88519,69,7932,301,189,5
16398,SN 2016ijf,327.94537,-55.73833,SN Ia,0.032,APMUKS(BJ) B214820.71-555825.5,,"ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN, GaiaAlerts,ASASSN-16nn,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,16.8,V-Johnson,11/23/2016 3:07,Stanek
16395,SN 2016ijc,321.46721,-37.40338,SN Ia,,2MASX J21255058-3724071,0.030685,"ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN, GaiaAlerts,ASASSN-16nm,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,16.7,V-Johnson,11/23/2016 1:55,Stanek
16299,SN 2016ifk,41.8885,-26.48944,SN Ia,0.058,,,"GaiaAlerts, ATLAS",PESSTO,ATLAS, GaiaAlerts,Gaia16bvs,"Gaia - Gaia-photometric, ATLAS1 - ACAM1","ESO-NTT - EFOSC2-NTT, Lijiang-2.4m - YFOSC",1,1,,17.65,G-Gaia,11/16/2016 3:11,Gaia_Bot1
16285,SN 2016iew,93.29804,-24.27208,SN Ia,0.058,,,"ATLAS, GaiaAlerts",PESSTO,ATLAS, GaiaAlerts,ATLAS16dwx,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.18,orange-ATLAS,11/11/2016 13:22,ATLAS_Bot1
16221,SN 2016ick,1.76312,-20.69684,SN Ia,0.0525,,,"Pan-STARRS1, GaiaAlerts",,GaiaAlerts, Pan-STARRS1,PS16fbb,"PS1 - GPC1, Gaia - Gaia-photometric",SALT - RSS,1,1,,19.56,i-Sloan,11/13/2016 6:28,PS1_Bot1,1237667223395434664,3,0.0683911721092438,1.76198450988703,-20.6972534953929,19.20934,17.98102,17.66316,17.38347,17.2757,168,5064,301,161,2
16035,SN 2016hvl,101.009,12.39662,SN Ia,0.013,,,"ATLAS, LOSS, GaiaAlerts",PESSTO,ATLAS, GaiaAlerts, LOSS,ATLAS16dtf,"ATLAS1 - ACAM1, Other - Other, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,17.37,cyan-ATLAS,11/4/2016 14:47
16005,SN 2016huh,134.27142,-20.03504,SN Ia,0.019,ESO 563- G 035 ,0.018556,"ASAS-SN, Pan-STARRS1",PESSTO,ASAS-SN, Pan-STARRS1,ASASSN-16mv,"ASASSN-2 - Cassius, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,16.8,V-Johnson,11/4/2016 7:26,Stanek
15985,SN 2016htn,32.87112,-16.51033,SN Ia,0.053,,,"ATLAS, Pan-STARRS1, GaiaAlerts",PESSTO,ATLAS, GaiaAlerts, Pan-STARRS1,ATLAS16dsj,"ATLAS1 - ACAM1, PS1 - GPC1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.08,cyan-ATLAS,11/3/2016 10:12
15984,SN 2016htm,38.01092,-26.66591,SN Ia,0.041,,,"ATLAS, GaiaAlerts, Pan-STARRS1",PESSTO,ATLAS, GaiaAlerts, Pan-STARRS1,ATLAS16dsh,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.55,cyan-ATLAS,11/3/2016 10:23
15983,SN 2016htl,298.48062,-23.67322,SN Ia,0.032,,,ATLAS,PESSTO,ATLAS,ATLAS16dse,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.3,cyan-ATLAS,10/30/2016 6:01,ATLAS_Bot1,
15969,SN 2016hsx,15.17267,-0.44412,SN Ia,0.0436,2MASX J01004149-0026406,0.0436,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16mt,ASASSN-1 - Brutus,LCO-duPont - WFCCD,1,1,,17.15,V-Johnson,11/3/2016 10:04,Stanek,,1237666338651504751,3,0.0287971087272751,15.1729246287726,-0.444526843740473,18.27597,16.54869,15.78022,15.43819,15.17739,111,4858,301,456,2
15902,SN 2016hqk,327.84333,-25.31034,SN Ia,0.059,,,"ATLAS, Pan-STARRS1",PESSTO,ATLAS, Pan-STARRS1,ATLAS16dqo,"ATLAS1 - ACAM1, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.91,cyan-ATLAS,10/26/2016 6:24,ATLAS_Bot1
15899,SN 2016hqh,119.27421,23.14871,SN Ia,0.054,,,ATLAS,PESSTO,ATLAS,ATLAS16dqn,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.35,cyan-ATLAS,10/24/2016 15:01,ATLAS_Bot1,,1237660765369466934,3,0.172235995177945,119.277331921345,23.1487235624013,24.24729,23.39998,22.36315,23.45027,22.07599,54,3560,301,73,5
15897,SN 2016hqf,338.34446,-1.35705,SN Ia,0.055,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16evk,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.1,w-PS1,10/30/2016 6:00,PS1_Bot1,,1237679998770020461,3,0.173504444628154,338.347318879813,-1.35748995040618,19.15847,17.3729,16.4594,16.02708,15.66871,109,8038,301,75,6
15888,SN 2016hpx,90.81942,-26.89856,SN Ia,0.033,,,"ATLAS, GaiaAlerts, Pan-STARRS1",PESSTO,ATLAS, GaiaAlerts, Pan-STARRS1,ATLAS16dqh,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.03,cyan-ATLAS,10/30/2016 14:02
15887,SN 2016hpw,317.28283,-18.10395,SN Ia,0.02,,,ATLAS,PESSTO,ATLAS,ATLAS16dqf,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.56,cyan-ATLAS,10/30/2016 5:47,ATLAS_Bot1,
